Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Annotation	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Gene ontology IDs	Gene ontology (GO)	Cross-reference (EMBL)	EnsemblBacteria transcript	Ensembl transcript	Cross-reference (RefSeq)
P37871	RPOC_BACSU	reviewed	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	rpoC lpm std BSU01080	Bacillus subtilis (strain 168)	1199	BSU01080		rpoC	lpm std	4 out of 5	response to antibiotic [GO:0046677]; transcription, DNA-templated [GO:0006351]		DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; magnesium ion binding [GO:0000287]; zinc ion binding [GO:0008270]	GO:0000287; GO:0003677; GO:0003899; GO:0006351; GO:0008270; GO:0046677	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; magnesium ion binding [GO:0000287]; zinc ion binding [GO:0008270]; response to antibiotic [GO:0046677]; transcription, DNA-templated [GO:0006351]	L43593;AL009126;L24376;D64127;	CAB11884;		NP_387989.2;WP_004399688.1;
P35154	SCPA_BACSU	reviewed	Segregation and condensation protein A	scpA ypuG BSU23220	Bacillus subtilis (strain 168)	251	BSU23220		scpA	ypuG	4 out of 5	cell cycle [GO:0007049]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; DNA replication [GO:0006260]	cytoplasm [GO:0005737]	identical protein binding [GO:0042802]	GO:0005737; GO:0006260; GO:0007049; GO:0007059; GO:0042802; GO:0051301	cytoplasm [GO:0005737]; identical protein binding [GO:0042802]; cell cycle [GO:0007049]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; DNA replication [GO:0006260]	L09228;AL009126;	CAB14254;		NP_390203.1;WP_003246108.1;
P37522	SOJ_BACSU	reviewed	Sporulation initiation inhibitor protein Soj (EC 3.6.-.-)	soj orf253 BSU40970	Bacillus subtilis (strain 168)	253	BSU40970		soj	orf253	3 out of 5	negative regulation of sporulation resulting in formation of a cellular spore [GO:0042174]; sporulation resulting in formation of a cellular spore [GO:0030435]		ATPase activity [GO:0016887]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]	GO:0005524; GO:0016787; GO:0016887; GO:0030435; GO:0042174	ATP binding [GO:0005524]; ATPase activity [GO:0016887]; hydrolase activity [GO:0016787]; negative regulation of sporulation resulting in formation of a cellular spore [GO:0042174]; sporulation resulting in formation of a cellular spore [GO:0030435]	X62539;D26185;AL009126;	CAB16134;		NP_391977.1;WP_003219244.1;
O31430	SKFH_BACSU	reviewed	Thioredoxin-like protein SkfH	skfH ybdE BSU01980	Bacillus subtilis (strain 168)	141	BSU01980		skfH	ybdE	3 out of 5	bacteriocin biosynthetic process [GO:0030152]			GO:0030152	bacteriocin biosynthetic process [GO:0030152]	AB006424;AL009126;	CAB11992;		NP_388080.2;WP_003246390.1;
P16396	SUBE_BACSU	reviewed	Minor extracellular protease Epr (EC 3.4.21.-)	epr BSU38400 ipa-15r	Bacillus subtilis (strain 168)	645	BSU38400	ipa-15r	epr		3 out of 5		extracellular region [GO:0005576]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0005576	extracellular region [GO:0005576]; serine-type endopeptidase activity [GO:0004252]	X53307;M22407;X73124;AL009126;	CAB15866;		NP_391719.1;WP_003243950.1;
O31552	SSPH_BACSU	reviewed	Small, acid-soluble spore protein H (SASP H)	sspH yfjU BSU08110	Bacillus subtilis (strain 168)	59	BSU08110		sspH	yfjU	2 out of 5	asexual sporulation [GO:0030436]; sporulation resulting in formation of a cellular spore [GO:0030435]	endospore-forming forespore [GO:0042601]		GO:0030435; GO:0030436; GO:0042601	endospore-forming forespore [GO:0042601]; asexual sporulation [GO:0030436]; sporulation resulting in formation of a cellular spore [GO:0030435]	AL009126;	CAB12640;		NP_388692.1;WP_003244276.1;
P39624	SPSD_BACSU	reviewed	Spore coat polysaccharide biosynthesis protein SpsD (EC 2.3.1.-)	spsD BSU37880 ipa-66d	Bacillus subtilis (strain 168)	289	BSU37880	ipa-66d	spsD		2 out of 5	N-terminal peptidyl-alanine acetylation [GO:0017189]		ribosomal-protein-alanine N-acetyltransferase activity [GO:0008999]; transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]	GO:0008999; GO:0016747; GO:0017189	ribosomal-protein-alanine N-acetyltransferase activity [GO:0008999]; transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]; N-terminal peptidyl-alanine acetylation [GO:0017189]	X73124;AL009126;	CAB15814;		NP_391667.1;WP_003243179.1;
Q45499	SUHB_BACSU	reviewed	Inositol-1-monophosphatase (I-1-Pase) (IMPase) (Inositol-1-phosphatase) (EC 3.1.3.25) (EC 3.1.3.5)	suhB yktC BSU14670	Bacillus subtilis (strain 168)	265	BSU14670		suhB	yktC	5 out of 5	inositol metabolic process [GO:0006020]; inositol phosphate dephosphorylation [GO:0046855]; phosphatidylinositol phosphorylation [GO:0046854]; signal transduction [GO:0007165]		5'-nucleotidase activity [GO:0008253]; inositol monophosphate 1-phosphatase activity [GO:0008934]; inositol monophosphate 3-phosphatase activity [GO:0052832]; inositol monophosphate 4-phosphatase activity [GO:0052833]; metal ion binding [GO:0046872]	GO:0006020; GO:0007165; GO:0008253; GO:0008934; GO:0046854; GO:0046855; GO:0046872; GO:0052832; GO:0052833	5'-nucleotidase activity [GO:0008253]; inositol monophosphate 1-phosphatase activity [GO:0008934]; inositol monophosphate 3-phosphatase activity [GO:0052832]; inositol monophosphate 4-phosphatase activity [GO:0052833]; metal ion binding [GO:0046872]; inositol metabolic process [GO:0006020]; inositol phosphate dephosphorylation [GO:0046855]; phosphatidylinositol phosphorylation [GO:0046854]; signal transduction [GO:0007165]	AF012285;AL009126;	CAB13340;		NP_389350.1;WP_003232297.1;
P37477	SYK_BACSU	reviewed	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	lysS BSU00820	Bacillus subtilis (strain 168)	499	BSU00820		lysS		3 out of 5	lysyl-tRNA aminoacylation [GO:0006430]	cytosol [GO:0005829]	ATP binding [GO:0005524]; lysine-tRNA ligase activity [GO:0004824]; magnesium ion binding [GO:0000287]; tRNA binding [GO:0000049]	GO:0000049; GO:0000287; GO:0004824; GO:0005524; GO:0005829; GO:0006430	cytosol [GO:0005829]; ATP binding [GO:0005524]; lysine-tRNA ligase activity [GO:0004824]; magnesium ion binding [GO:0000287]; tRNA binding [GO:0000049]; lysyl-tRNA aminoacylation [GO:0006430]	D26185;AL009126;	CAB11858;		NP_387963.1;WP_003242743.1;
P26382	PTFD_BACSU	reviewed	Fructose permease IID component (EIID-Fru) (PTS system fructose-specific EIID component) (p30)	levG BSU27040	Bacillus subtilis (strain 168)	275	BSU27040		levG		2 out of 5	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	integral component of plasma membrane [GO:0005887]		GO:0005887; GO:0009401	integral component of plasma membrane [GO:0005887]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	X56098;X92868;AL009126;	CAB14646;		NP_390582.1;WP_003229834.1;
Q03222	RHO_BACSU	reviewed	Transcription termination factor Rho (EC 3.6.4.-) (ATP-dependent helicase Rho)	rho BSU37080	Bacillus subtilis (strain 168)	427	BSU37080		rho		3 out of 5	DNA-templated transcription, termination [GO:0006353]		ATPase activity, acting on RNA [GO:0008186]; ATP binding [GO:0005524]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]	GO:0003723; GO:0004386; GO:0005524; GO:0006353; GO:0008186; GO:0016787	ATP binding [GO:0005524]; ATPase activity, acting on RNA [GO:0008186]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]; DNA-templated transcription, termination [GO:0006353]	M97678;Z49782;AL009126;	CAB15725;		NP_391589.2;WP_003221939.1;
P35160	RESA_BACSU	reviewed	Thiol-disulfide oxidoreductase ResA	resA ypxA BSU23150	Bacillus subtilis (strain 168)	179	BSU23150		resA	ypxA	4 out of 5	cytochrome complex assembly [GO:0017004]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	antioxidant activity [GO:0016209]; disulfide oxidoreductase activity [GO:0015036]	GO:0005886; GO:0015036; GO:0016021; GO:0016209; GO:0017004	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; antioxidant activity [GO:0016209]; disulfide oxidoreductase activity [GO:0015036]; cytochrome complex assembly [GO:0017004]	L09228;AL009126;	CAB14247;		NP_390196.2;WP_003230513.1;WP_009967646.1;
P39792	RECU_BACSU	reviewed	Holliday junction resolvase RecU (EC 3.1.22.4)	recU prfA yppB BSU22310	Bacillus subtilis (strain 168)	206	BSU22310		recU	prfA yppB	5 out of 5	chromosome segregation [GO:0007059]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]	cytoplasm [GO:0005737]	crossover junction endodeoxyribonuclease activity [GO:0008821]; DNA binding [GO:0003677]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0003677; GO:0005737; GO:0006281; GO:0006310; GO:0007059; GO:0008821	cytoplasm [GO:0005737]; crossover junction endodeoxyribonuclease activity [GO:0008821]; DNA binding [GO:0003677]; magnesium ion binding [GO:0000287]; chromosome segregation [GO:0007059]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]	U11883;L47838;AL009126;	CAB14147;		NP_390112.1;WP_004399067.1;
P21470	RS9_BACSU	reviewed	30S ribosomal protein S9 (BS10)	rpsI BSU01500	Bacillus subtilis (strain 168)	130	BSU01500		rpsI		3 out of 5	translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]; small ribosomal subunit [GO:0015935]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	GO:0003723; GO:0003735; GO:0006412; GO:0015935; GO:0022627	cytosolic small ribosomal subunit [GO:0022627]; small ribosomal subunit [GO:0015935]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	D64126;AL009126;	CAB11926;		NP_388031.1;WP_004399691.1;
P42411	RSBT_BACSU	reviewed	Serine/threonine-protein kinase RsbT (EC 2.7.11.1) (Anti-sigma-B factor RsbT) (Switch protein/serine kinase)	rsbT ycxT BSU04690	Bacillus subtilis (strain 168)	133	BSU04690		rsbT	ycxT	3 out of 5			ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	GO:0005524; GO:0106310; GO:0106311	ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	L35574;AB001488;AL009126;	CAB12276;		NP_388350.1;WP_003246640.1;
P54461	RSME_BACSU	reviewed	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.193) (16S rRNA m3U1498 methyltransferase)	rsmE yqeU BSU25440	Bacillus subtilis (strain 168)	256	BSU25440		rsmE	yqeU	2 out of 5	rRNA base methylation [GO:0070475]	cytoplasm [GO:0005737]	rRNA (uridine-N3-)-methyltransferase activity [GO:0070042]	GO:0005737; GO:0070042; GO:0070475	cytoplasm [GO:0005737]; rRNA (uridine-N3-)-methyltransferase activity [GO:0070042]; rRNA base methylation [GO:0070475]	D84432;D83717;AL009126;	CAB14486;		NP_390422.1;WP_003230015.1;
C0SP86	SFTA_BACSU	reviewed	DNA translocase SftA (Septum-associated FtsK-like translocase of DNA)	sftA ytpS ytpT BSU29805 BSU29810	Bacillus subtilis (strain 168)	952	BSU29805	BSU29810	sftA	ytpS ytpT	4 out of 5	cell cycle [GO:0007049]; cell division [GO:0051301]; chromosome segregation [GO:0007059]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; DNA binding [GO:0003677]	GO:0003677; GO:0005524; GO:0005737; GO:0007049; GO:0007059; GO:0051301	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; cell cycle [GO:0007049]; cell division [GO:0051301]; chromosome segregation [GO:0007059]	AF008220;AF008220;AL009126;	CAB14959;		NP_390859.2;WP_003229272.1;
P07784	SSPE_BACSU	reviewed	Small, acid-soluble spore protein gamma-type (SASP)	sspE BSU08660	Bacillus subtilis (strain 168)	84	BSU08660		sspE		3 out of 5	sporulation resulting in formation of a cellular spore [GO:0030435]			GO:0030435	sporulation resulting in formation of a cellular spore [GO:0030435]	M16184;Z82044;D85082;AL009126;	CAB12694;		NP_388746.1;WP_003233541.1;
O32302	SPXO_BACSU	reviewed	Anti-adapter protein SpxO	spxO yirB yuzO BSU33029	Bacillus subtilis (strain 168)	54	BSU33029		spxO	yirB yuzO	3 out of 5						Z93941;AL009126;	CAX52691;		WP_003221681.1;YP_003097785.1;
P39622	SPSB_BACSU	reviewed	Spore coat polysaccharide biosynthesis protein SpsB	spsB BSU37900 ipa-64d	Bacillus subtilis (strain 168)	474	BSU37900	ipa-64d	spsB		1 out of 5		membrane [GO:0016020]	CDP-glycerol glycerophosphotransferase activity [GO:0047355]	GO:0016020; GO:0047355	membrane [GO:0016020]; CDP-glycerol glycerophosphotransferase activity [GO:0047355]	X73124;AL009126;	CAB15816;		NP_391669.2;WP_003243510.1;WP_009968348.1;
P21467	RS5_BACSU	reviewed	30S ribosomal protein S5 (BS5)	rpsE spcA BSU01330	Bacillus subtilis (strain 168)	166	BSU01330		rpsE	spcA	4 out of 5	response to antibiotic [GO:0046677]; translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0019843; GO:0022627; GO:0046677	cytosolic small ribosomal subunit [GO:0022627]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; response to antibiotic [GO:0046677]; translation [GO:0006412]	L47971;M31102;AL009126;D64125;	CAB11909;		NP_388014.1;WP_003328273.1;
O05510	SCRK_BACSU	reviewed	Putative fructokinase (EC 2.7.1.4) (Glucomannan utilization protein E)	gmuE ydhR BSU05860	Bacillus subtilis (strain 168)	299	BSU05860		gmuE	ydhR	4 out of 5	negative regulation of transcription, DNA-templated [GO:0045892]; polysaccharide catabolic process [GO:0000272]		ATP binding [GO:0005524]; fructokinase activity [GO:0008865]; metal ion binding [GO:0046872]; transcription regulatory region sequence-specific DNA binding [GO:0000976]	GO:0000272; GO:0000976; GO:0005524; GO:0008865; GO:0045892; GO:0046872	ATP binding [GO:0005524]; fructokinase activity [GO:0008865]; metal ion binding [GO:0046872]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; negative regulation of transcription, DNA-templated [GO:0045892]; polysaccharide catabolic process [GO:0000272]	D88802;AL009126;	CAB12405;		NP_388467.1;WP_003234095.1;
P54555	SDHD_BACSU	reviewed	Probable D-serine dehydratase (EC 4.3.1.18) (D-serine deaminase) (DSD)	dsdA yqjR BSU23770	Bacillus subtilis (strain 168)	448	BSU23770		dsdA	yqjR	3 out of 5	D-serine catabolic process [GO:0036088]; L-serine catabolic process [GO:0006565]; threonine catabolic process [GO:0006567]		D-serine ammonia-lyase activity [GO:0008721]; hydro-lyase activity [GO:0016836]; L-serine ammonia-lyase activity [GO:0003941]; L-threonine ammonia-lyase activity [GO:0004794]; pyridoxal phosphate binding [GO:0030170]	GO:0003941; GO:0004794; GO:0006565; GO:0006567; GO:0008721; GO:0016836; GO:0030170; GO:0036088	D-serine ammonia-lyase activity [GO:0008721]; hydro-lyase activity [GO:0016836]; L-serine ammonia-lyase activity [GO:0003941]; L-threonine ammonia-lyase activity [GO:0004794]; pyridoxal phosphate binding [GO:0030170]; D-serine catabolic process [GO:0036088]; L-serine catabolic process [GO:0006565]; threonine catabolic process [GO:0006567]	D84432;AL009126;	CAB14309;		NP_390258.2;WP_004399082.1;
O34635	SDHAB_BACSU	reviewed	Probable L-serine dehydratase, beta chain (SDH) (EC 4.3.1.17) (L-serine deaminase) (L-SD)	sdaAB yloW BSU15850	Bacillus subtilis (strain 168)	220	BSU15850		sdaAB	yloW	3 out of 5	gluconeogenesis [GO:0006094]		4 iron, 4 sulfur cluster binding [GO:0051539]; L-serine ammonia-lyase activity [GO:0003941]; metal ion binding [GO:0046872]	GO:0003941; GO:0006094; GO:0046872; GO:0051539	4 iron, 4 sulfur cluster binding [GO:0051539]; L-serine ammonia-lyase activity [GO:0003941]; metal ion binding [GO:0046872]; gluconeogenesis [GO:0006094]	Y13937;AL009126;	CAB13458;		NP_389467.1;WP_003232050.1;
P37475	SP2E_BACSU	reviewed	Stage II sporulation protein E (EC 3.1.3.16) (Stage II sporulation protein H)	spoIIE spoIIH BSU00640	Bacillus subtilis (strain 168)	827	BSU00640		spoIIE	spoIIH	4 out of 5	sporulation resulting in formation of a cellular spore [GO:0030435]	endospore-forming forespore [GO:0042601]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	phosphatase activity [GO:0016791]; protein serine phosphatase activity [GO:0106306]; protein threonine phosphatase activity [GO:0106307]	GO:0005886; GO:0016021; GO:0016791; GO:0030435; GO:0042601; GO:0106306; GO:0106307	endospore-forming forespore [GO:0042601]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; phosphatase activity [GO:0016791]; protein serine phosphatase activity [GO:0106306]; protein threonine phosphatase activity [GO:0106307]; sporulation resulting in formation of a cellular spore [GO:0030435]	D26185;U26835;AL009126;M29403;L23497;	CAB11840;		NP_387945.1;WP_003243026.1;
P28015	SP5G_BACSU	reviewed	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG BSU00490	Bacillus subtilis (strain 168)	97	BSU00490		spoVG		2 out of 5	asexual sporulation [GO:0030436]; division septum assembly [GO:0000917]; sporulation resulting in formation of a cellular spore [GO:0030435]			GO:0000917; GO:0030435; GO:0030436	asexual sporulation [GO:0030436]; division septum assembly [GO:0000917]; sporulation resulting in formation of a cellular spore [GO:0030435]	X62378;D26185;AL009126;	CAB11825;		NP_387930.1;WP_009966269.1;
P39153	SUA5_BACSU	reviewed	Threonylcarbamoyl-AMP synthase (TC-AMP synthase) (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein YwlC) (tRNA threonylcarbamoyladenosine biosynthesis protein YwlC)	ywlC BSU36950 ipc-29d	Bacillus subtilis (strain 168)	346	BSU36950	ipc-29d	ywlC		4 out of 5	regulation of translational fidelity [GO:0006450]; tRNA threonylcarbamoyladenosine modification [GO:0002949]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; double-stranded RNA binding [GO:0003725]; L-threonylcarbamoyladenylate synthase [GO:0061710]; nucleotidyltransferase activity [GO:0016779]; tRNA binding [GO:0000049]	GO:0000049; GO:0002949; GO:0003725; GO:0005524; GO:0005737; GO:0006450; GO:0016779; GO:0061710	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; double-stranded RNA binding [GO:0003725]; L-threonylcarbamoyladenylate synthase [GO:0061710]; nucleotidyltransferase activity [GO:0016779]; tRNA binding [GO:0000049]; regulation of translational fidelity [GO:0006450]; tRNA threonylcarbamoyladenosine modification [GO:0002949]	Z38002;AL009126;	CAB15712;		NP_391576.1;WP_003227659.1;
P39625	SPSE_BACSU	reviewed	Spore coat polysaccharide biosynthesis protein SpsE	spsE BSU37870 ipa-67d	Bacillus subtilis (strain 168)	373	BSU37870	ipa-67d	spsE		2 out of 5	carbohydrate biosynthetic process [GO:0016051]; glycosylation [GO:0070085]		N-acylneuraminate-9-phosphate synthase activity [GO:0047444]	GO:0016051; GO:0047444; GO:0070085	N-acylneuraminate-9-phosphate synthase activity [GO:0047444]; carbohydrate biosynthetic process [GO:0016051]; glycosylation [GO:0070085]	X73124;AL009126;	CAB15813;		NP_391666.1;WP_003243135.1;
P37465	SYM_BACSU	reviewed	Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	metG metS BSU00380	Bacillus subtilis (strain 168)	664	BSU00380		metG	metS	3 out of 5	methionyl-tRNA aminoacylation [GO:0006431]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; methionine-tRNA ligase activity [GO:0004825]; tRNA binding [GO:0000049]	GO:0000049; GO:0004825; GO:0005524; GO:0005737; GO:0006431	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; methionine-tRNA ligase activity [GO:0004825]; tRNA binding [GO:0000049]; methionyl-tRNA aminoacylation [GO:0006431]	D26185;AL009126;	CAB11814;		NP_387919.1;WP_003226758.1;
